Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
phenotator,0.500,Enter phenotypes descriptions and annotate these description with ontology terms using the entity/quality (EQ) pattern.,"['Data management', 'Ontology and terminology']",['Web application'],12.0,http://www.ebi.ac.uk/support/,https://bio.tools/phenotator,339.0,270.0,311.4
g:profiler,0.500,Public web server with several tools to perform functional enrichment analyses and mine additional information about gene functions. The used data is synchronized with Ensembl database in quarterly updates.,"['Function analysis', 'Molecular interactions, pathways and networks', 'Ontology and terminology', 'Genomics']","['Web application', 'Suite']",1196.0,https://biit.cs.ut.ee/gprofiler/page/contact,https://bio.tools/g:profiler,339.0,355.0,345.4
storefish,0.500,"a database on the reproductive strategies of teleost fishes.

Teleost fishes show the most outstanding reproductive diversity of all vertebrates. Yet to date, no one has been able to decisively explain this striking variability, nor to perform large-scale phylogenetic analyses of reproductive modes. Here, we describe STOREFISH 2.0, an online database easing the sharing of an original dataset on reproduction published in 2007, enriched with automated data extraction and presentation to display the knowledge acquired on temperate freshwater fish species. STOREFISH 2 contains the information for 80 freshwater fish species and 50 traits from the analysis of 1219 references. It is anticipated that this new database could be useful for freshwater biodiversity research, conservation, assessment, and management.","['Biodiversity', 'Model organisms', 'Ontology and terminology', 'Phylogenetics']",[],0.0,,https://bio.tools/storefish,339.0,215.0,289.4
wego2.0,0.500,"Web Gene Ontology Annotation Plot. Visualizing, comparing and plotting GO (Gene Ontology) annotation results.","['Ontology and terminology', 'Literature and language']",['Web application'],3.0,,https://bio.tools/wego2.0,339.0,243.0,300.6
karma,0.500,"Allows you compare and annotate your own microarrays against other available arrays.  Comparison of arrays can be achieved within the same species as well as across species (array comparison is based on UniGene Cluster ID and/or Homologene data).  Annotation data includes LocusLink, SwissProt, and Gene Ontology.","['Ontology and terminology', 'DNA', 'Microarray experiment', 'Gene expression']",['Web application'],13.0,,https://bio.tools/karma,339.0,272.0,312.20000000000005
noa,0.500,"The NOA (Network Ontology Analysis) plugin for Cytoscape implements the NOA algorithm for network-based enrichment analysis, which extends Gene Ontology annotations to network links, or edges.","['Systems biology', 'Ontology and terminology']",['Plug-in'],93.0,http://www.mybiosoftware.com/noa-1-1-cytoscape-plugin-for-network-ontology-analysis.html,https://bio.tools/noa,339.0,318.0,330.6
disofun,0.500,"DisoFun is a tool for differentiating isoform functions with collaborative matrix factorization.

Description :This page includes the codes of DisoFun which are implemented and tested on Matlab2014a version by Mr. Wang (Keyao Wang, Email: l: keyaowang@email.swu.edu.cn) an) and free for academic usage. You can run it at your own disk. For other purposes, please contact Dr. Yu (Guoxian Yu, Email: l: gxyu@swu.edu.cn). I). If you have any problem on using these codes, just contact us via Email.","['Pathology', 'Gene transcripts', 'RNA splicing', 'RNA-Seq', 'Ontology and terminology']",['Script'],0.0,,https://bio.tools/disofun,339.0,215.0,289.4
europhenome,0.500,This project provides access to raw and annotated mouse phenotyping data generated from primary pipelines such as EMPReSSlim and secondary procedures from specialist centres. Mutants of interest can be identified by searching the gene or the predicted phenotype.,"['Mouse clinic', 'Workflows', 'Phenomics', 'Genotype and phenotype', 'Ontology and terminology']",['Database portal'],68.0,,https://bio.tools/europhenome,339.0,309.0,327.0
varcon,0.500,"An R Package for Retrieving Neighboring Nucleotides of an SNV.

Reporting of a single nucleotide variant (SNV) follows the Sequence Variant Nomenclature (http: varnomen.hgvs.org ), using an unambiguous numbering scheme specific for coding and noncoding DNA. However, the corresponding sequence neighborhood of a given SNV, which is required to assess its impact on splicing regulation, is not easily accessible from this nomenclature. Providing fast and easy access to this neighborhood just from a given SNV reference, the novel tool VarCon combines information of the Ensembl human reference genome and the corresponding transcript table for accurate retrieval. VarCon also displays splice site scores (HBond and MaxEnt scores) and HEXplorer profiles of an SNV neighborhood, reflecting position-dependent splice enhancing and silencing properties","['Gene transcripts', 'RNA splicing', 'Sequence assembly', 'Ontology and terminology', 'DNA polymorphism']",[],0.0,,https://bio.tools/varcon,339.0,215.0,289.4
ness,0.500,"Finding human gene-disease associations using a Network Enhanced Similarity Search (NESS) of multi-species heterogeneous functional genomics data.

Network Enhanced Similarity Search (NESS).

NESS aggregates and harmonizes heterogeneous graph types including ontologies and their annotations, biological networks, and bipartite representations of experimental study results across species. The tool employs diffusion metrics, specifically a random walk with restart (RWR), to estimate the relations among entities in the graph and to make data-driven comparisons.","['Molecular interactions, pathways and networks', 'Epigenetics', 'Zoology', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/ness,339.0,215.0,289.4
komenti,0.500,"A semantic text mining framework.

Komenti is a tool for semantic query, annotation, and analysis of text using ontologies.","['Workflows', 'Ontology and terminology', 'Natural language processing']",['Command-line tool'],0.0,,https://bio.tools/komenti,339.0,215.0,289.4
edamname,0.500,Find EDAM ontology terms by name.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamname,339.0,378.0,354.6
npclassifier,0.500,"A Deep Neural Network-Based Structural Classification Tool for Natural Products.

We typitcally will deploy this locally. To bring everything up.

CC1C(O)CC2C1C(OC1OC(COC(C)=O)C(O)C(O)C1O)OC=C2C(O)=O.

We pass through tensorflow serving at this url:.

You can also provide cached flag to the params to get the cached version so make it faster.","['Taxonomy', 'Machine learning', 'Small molecules', 'Metabolomics', 'Ontology and terminology']",['Web application'],0.0,https://github.com/mwang87/NP-Classifier,https://bio.tools/npclassifier,339.0,215.0,289.4
kinpred,0.500,"A unified and sustainable approach for harnessing proteome-level human kinase-substrate predictions.

Welcome to the Github repository for the KinPred v1.0 project, which seeks to create sustainable and usable formats of whole human proteome predictions of kinases with site-specific substrates. Details of code are available within the Code and Data directory readme files. For orientation, the likely workflows you may be interested in, include:.

Users of KinPred-formatted Prediction Algorithm Resources.","['Protein modifications', 'Sequence analysis', 'Proteomics', 'Protein interactions', 'Ontology and terminology']",['Command-line tool'],0.0,https://github.com/NaegleLab/KinPred,https://bio.tools/kinpred,339.0,215.0,289.4
lion-web,0.500,Web-based ontology enrichment tool for lipidomic data analysis.,"['Ontology and terminology', 'Biophysics', 'Lipids']",['Web application'],9.0,https://github.com/martijnmolenaar/LION-web/issues,https://bio.tools/lion-web,339.0,262.0,308.20000000000005
progenetix,0.500,"The Progenetix database provides an overview of copy number abnormalities in human cancer from currently 113322 array and chromosomal Comparative Genomic Hybridization (CGH) experiments, as well as Whole Genome or Whole Exome Sequencing (WGS, WES) studies. The cancer profile data in Progenetix was curated from 1600 articles and represents 420 and 542 different cancer types, according to the International classification of Diseases in Oncology (ICD-O) and NCIt ""neoplasm"" classification, respectively. Additionally, the website attempts to identify and present all publications (currently 3962 articles), referring to cancer genome profiling experiments.","['Oncology', 'Genomics', 'DNA mutation', 'DNA structural variation', 'Ontology and terminology']",['Database portal'],0.0,http://expasy.org,https://bio.tools/progenetix,339.0,215.0,289.4
mouse phenome database,0.500,"A data repository and analysis suite for curated primary mouse phenotype data.

Available genotype resources and tools.

RESTful API for getting data and metadata.

Already have an account? Sign In.

...an integrated resource to explore physiology","['DNA', 'Zoology', 'Phenomics', 'Ontology and terminology', 'Physiology']",['Web application'],0.0,https://phenome.jax.org/genotypes,https://bio.tools/mouse phenome database,339.0,215.0,289.4
edamhasoutput,0.500,Find EDAM ontology terms by has_output relation.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamhasoutput,339.0,378.0,354.6
combigor,0.500,Data-Analysis Package for Combinatorial Materials Science.,"['Imaging', 'Environmental science', 'Ontology and terminology']",['Desktop application'],2.0,https://github.com/NREL/COMBIgor/,https://bio.tools/combigor,339.0,236.0,297.8
fontcell,0.500,A Python package automatic computed fusion of ontologies.,"['RNA-Seq', 'Ontology and terminology', 'Anatomy', 'Cell biology']",['Library'],0.0,https://pypi.org/project/fontcell/,https://bio.tools/fontcell,339.0,215.0,289.4
genome trax,0.500,A search tool for finding variants from specific chromosome coordinates. It is possible to integrate the results in NGS pipeline.,"['Sequence analysis', 'Function analysis', 'Gene regulation', 'DNA structural variation', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/genome trax,339.0,215.0,289.4
ontogetsibs,0.500,Get ontology term(s) by id with common parent.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetsibs,339.0,378.0,354.6
isogo,0.500,"Functional annotation of protein-coding splice variants.

The advent of RNA-seq technologies has switched the paradigm of genetic analysis from a genome to a transcriptome-based perspective. Alternative splicing generates functional diversity in genes, but the precise functions of many individual isoforms are yet to be elucidated. Gene Ontology was developed to annotate gene products according to their biological processes, molecular functions and cellular components. Despite a single gene may have several gene products, most annotations are not isoform-specific and do not distinguish the functions of the different proteins originated from a single gene. Several approaches have tried to automatically annotate ontologies at the isoform level, but this has shown to be a daunting task","['Oncology', 'Machine learning', 'RNA splicing', 'RNA-Seq', 'Ontology and terminology']",['Desktop application'],0.0,https://gitlab.com/icassol/isogo,https://bio.tools/isogo,339.0,215.0,289.4
proloc-go,0.500,ProLoc-GO is an efficient sequence-based method by mining informative Gene Ontology terms for predicting protein subcellular localization.,['Ontology and terminology'],['Web application'],91.0,http://www.mybiosoftware.com/proloc-go-utilizing-informative-go-terms-for-sequence-based-prediction-of-protein-subcellular-localization.html,https://bio.tools/proloc-go,339.0,316.0,329.8
tooldog,0.500,This tool aims to generate XML template for Galaxy or CWL from the description of tools from the bio.tools registry.,"['Ontology and terminology', 'Bioinformatics']",['Command-line tool'],0.0,https://github.com/bio-tools/ToolDog,https://bio.tools/tooldog,339.0,215.0,289.4
deca,0.500,"Species disambiguation system for biological named entities. The system will identify protein entities and disambiguate them according to species, by assigning NCBI Taxonomy organism IDs.","['Taxonomy', 'Natural language processing', 'Machine learning', 'Model organisms', 'Ontology and terminology']",['Web application'],36.0,,https://bio.tools/deca,339.0,296.0,321.8
ads,0.500,A novel comparison of evaluation metrics for gene ontology classifiers reveals drastic performance differences.,"['Ontology and terminology', 'Machine learning', 'Bioinformatics']",['Workflow'],0.0,https://bitbucket.org/plyusnin/ads/,https://bio.tools/ads,339.0,215.0,289.4
chebi ws,0.500,"Chemical Entities of Biological Interest (ChEBI) is a freely available dictionary of molecular entities focused on ‘small’ chemical compounds. ""Molecular entity"" includes any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer, etc., identifiable as a separately distinguishable entity.","['Ontology and terminology', 'Cheminformatics', 'Small molecules']",['Web service'],0.0,https://www.biocatalogue.org/services/2174,https://bio.tools/chebi ws,339.0,215.0,289.4
minmlst,0.500,"Machine-learning for optimization of bacterial strain typing.

Machine-learning based minimal MLST scheme for bacterial strain typing.

minMLST is a machine-learning based methodology for identifying a minimal subset of genes that preserves high discrimination among bacterial strains. It combines well known machine-learning algorithms and approaches such as XGBoost, distance-based hierarchical clustering, and SHAP. minMLST quantifies the importance level of each gene in an MLST scheme and allows the user to investigate the trade-off between minimizing the number of genes in the scheme vs preserving a high resolution among strains.","['Public health and epidemiology', 'Machine learning', 'Microbiology', 'Ontology and terminology', 'DNA polymorphism']","['Library', 'Command-line tool']",0.0,http://mlst.net,https://bio.tools/minmlst,339.0,215.0,289.4
bo-lstm,0.500,"Model to detect and classify relations in text, representing each entity  of domain-specific ontologies as the sequence of its ancestors in the ontology. BO-LSTM is implemented as a recurrent neural network with long short-term memory units and using open biomedical ontologies.","['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Natural language processing']",['Command-line tool'],8.0,,https://bio.tools/bo-lstm,339.0,261.0,307.8
nlprot,0.500,NLProt is a tool for finding protein names in natural language text. This data-mining method is a useful approach for extracting protein UniprotIDs from research articles for the construction of custom datasets and/or databases.,"['Ontology and terminology', 'Natural language processing', 'Machine learning', 'Proteins']",['Web application'],27.0,,https://bio.tools/nlprot,339.0,288.0,318.6
arpir,0.500,"ARPIR (Automatic RNA-Seq Pipelines with Interactive Report) performs RNA-Seq analysis: quality control, pre-processing, alignment (primary-analysis), transcript quantification and differential expression analysis on BAM files (secondaty-analysis).","['Molecular interactions, pathways and networks', 'RNA-Seq', 'Workflows', 'Ontology and terminology', 'Gene expression']","['Command-line tool', 'Workflow']",0.0,,https://bio.tools/arpir,339.0,215.0,289.4
kegganim,0.500,Web-based tool for visualizing experimental data in the context of biological pathways. It produces animations or static images of KEGG pathways by overlaying public or user uploaded high-thourghput data over handdrawn KEGG pathway maps.,"['Molecular interactions, pathways and networks', 'Systems biology', 'Ontology and terminology', 'Data visualisation']",['Web application'],22.0,,https://bio.tools/kegganim,339.0,281.0,315.8
craft,0.500,The Colorado Richly Annotated Full Text Corpus (CRAFT) is a manually annotated corpus consisting of 67 full-text biomedical journal articles from the PubMed Central Open Access Subset.,"['Ontology and terminology', 'Natural language processing', 'Data submission, annotation and curation']",['Ontology'],0.0,http://bionlp-corpora.sourceforge.net/CRAFT/index.shtml,https://bio.tools/craft,339.0,215.0,289.4
pomelo ii,0.500,"Pomelo II is a web-server for the analysis of gene (and protein) expression and tissue array data. Different statistical tests are applied depending on the input data. Links are also provided to additional sources of information such as PubMed references, Gene Ontology terms, GO terms, etc.","['Molecular interactions, pathways and networks', 'Experimental design and studies', 'Microarray experiment', 'Ontology and terminology', 'Gene expression']",['Web application'],31.0,,https://bio.tools/pomelo ii,339.0,294.0,321.0
odmltables,0.500,"A User-Friendly Approach for Managing Metadata of Neurophysiological Experiments.

An interface to convert odML structues to and from table-like representations, such as spreadsheets.

Table-based editing of odML metadata collections — odMLtables 1.0.0 documentation.

data model for storing arbitrary metadata.

Open metadata markup language - odML -.

odMLtables provides a set of functions to simplify the setup, maintenance and usage of a metadata management structure using odML. In addition to the Python API, odMLtables provides its main functionality also via a graphical user interface.

odMLtables - Table-based editing of odML metadata collections¶.

An interface to convert odML structures to and from table-like representations, such as spreadsheets","['Ontology and terminology', 'Laboratory techniques', 'Neurobiology']",['Command-line tool'],0.0,https://github.com/INM-6/python-odmltables,https://bio.tools/odmltables,339.0,215.0,289.4
go2msig,0.500,"GO2MSIG generates collections of gene sets in MSigDB format based on the Gene Ontology (GO) project hierarchy and gene association data, for use with the Gene Set Enrichment Analysis (GSEA) implementation available at the Broad Institute. This enables rapid creation of gene set collections for multiple species.",['Ontology and terminology'],['Command-line tool'],10.0,http://www.mybiosoftware.com/go2msig-20120814-based-gsea-gene-set-generator.html,https://bio.tools/go2msig,339.0,266.0,309.8
soba: sequence ontology bioinformatics analysis,0.500,Provides a simple statistical and graphical summary of an annotated genome. To be used by annotators and for genome comparison.,"['Ontology and terminology', 'Sequence assembly', 'Sequence analysis', 'Sequencing']",['Web application'],3.0,,https://bio.tools/soba: sequence ontology bioinformatics analysis,339.0,243.0,300.6
gonuts,0.500,Third-party documentation for new users of GO.,['Ontology and terminology'],['Web application'],17.0,,https://bio.tools/gonuts,339.0,276.0,313.8
riken integrated database of mammals,0.500,"It integrates not only RIKEN’s original databases, but also imported data from public databases, such as Ensembl, MGI and biomedical ontologies. The top-level ontology-based implementation of mammal-related data directly integrates the representative knowledge and individual data records in existing databases to ensure advanced cross-database searches and reduced unevenness of the data management operations.","['Informatics', 'Structure analysis', 'Ontology and terminology', 'Data mining']",['Database portal'],16.0,http://scinets.org/db/mammal,https://bio.tools/riken integrated database of mammals,339.0,273.0,312.6
goslin,0.500,"Goslin is the Grammar of succinct lipid nomenclature project. It defines multiple grammers compatible with ANTLRv4 for different sources of shorthand lipid nomenclature. This allows to generate parsers based on the defined grammars, which provide immediate feedback whether a processed lipid shorthand notation string is compliant with a particular grammar, or not.","['Computational chemistry', 'Bioinformatics', 'Lipids', 'Metabolomics', 'Cheminformatics', 'Ontology and terminology']",['Bioinformatics portal'],0.0,https://github.com/lifs-tools/goslin,https://bio.tools/goslin,339.0,215.0,289.4
edamhasinput,0.500,Find EDAM ontology terms by has_input relation.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamhasinput,339.0,378.0,354.6
phenohm,0.500,PhenoHM is a human-mouse comparative phenome-genome server that facilitates cross species identification of genes associated with orthologous phenotypes.,"['Pathology', 'Mouse clinic', 'Model organisms', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],17.0,,https://bio.tools/phenohm,339.0,276.0,313.8
hgv_linktogprofile,0.500,"This tool creates a link to the g:GOSt tool (Gene Group Functional Profiling), which provides functional profiling of gene lists.","['Function analysis', 'Data mining', 'Ontology and terminology']",['Web application'],885.0,https://galaxy.pasteur.fr/tool_runner?tool_id=hgv_linkToGProfile,https://bio.tools/hgv_linktogprofile,339.0,352.0,344.20000000000005
icrf generator,0.500,"Generating interoperable electronic case report forms using online codebooks.

Semantic interoperability of clinical data requires the use of a common vocabulary, such as SNOMED-CT. Unfortunately, mapping data to such a terminology is time-consuming and requires expert knowledge of both the dataset and the terminology. A viable alternative can be the reuse of codebooks - published dataset definitions which, in some cases, have already been mapped to a terminology. We designed the iCRF Generator, a tool which makes it easy to generate interoperable electronic Case Report Forms for (currently) three major EDCs: OpenClinica 3, Castor and REDCap. The tool currently provides access to several codebooks stored online in Art-Decor, such as:.","['Pathology', 'Ontology and terminology', 'Tomography', 'Workflows']","['Command-line tool', 'Script']",0.0,,https://bio.tools/icrf generator,339.0,215.0,289.4
go enrichment analysis tool,0.500,A tool for GO term enrichment analysis.,"['Nucleic acids', 'Ontology and terminology', 'Proteins']",['Web application'],19193.0,,https://bio.tools/go enrichment analysis tool,339.0,380.0,355.4
onn4mst,0.500,"Ontology-Aware Deep Learning Enables Ultrafast, Accurate and Interpretable Source Tracking among Sub-Million Microbial Community Samples from Hundreds of Niches.

This program is designed to perform fast and accurate biome source tracking among millions of samples from hundreds of niches. The biome ontology is organized as a tree-like structure, which have six layers. The Neural Network is also organized in six layers, which could produce a hierarchical classification result.","['Metagenomics', 'Microbial ecology', 'Ontology and terminology', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/onn4mst,339.0,215.0,289.4
goname,0.500,Find GO ontology terms by name.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/goname,339.0,378.0,354.6
planet microbe,0.500,"Planet Microbe is a platform for marine microbiology to discover and analyze interconnected 'omics and environmental data.

Data packages are ""data containers"" that conform to the Frictionless Data standard: http://frictionlessdata.io/specs/data-package/.

The Planet Microbe cyberinfrastructure system for marine microbiology brings together canonical marine datasets (such as HOT, TARA, OSD) into a unified platform, which leverages ontology terms to annotate, standardize and make the datasets metadata findable, accessible, interoperable and reusable (FAIR).","['Metagenomics', 'Microbiology', 'Metabolomics', 'Metatranscriptomics', 'Ontology and terminology']",[],0.0,https://github.com/hurwitzlab/planet-microbe-datapackages,https://bio.tools/planet microbe,339.0,215.0,289.4
rols,0.500,An interface to the Ontology Lookup Service (OLS) to access and query hundred of ontolgies directly from R.,['Ontology and terminology'],"['Command-line tool', 'Library']",671.0,http://lgatto.github.com/rols/,https://bio.tools/rols,339.0,348.0,342.6
cdasor,0.500,"CDASOR is a Python page for the algorithm of the same name for predicting circRNA-disease association using convolutional and recurrent neural networks. 
proving circRNA-disease association prediction by sequence and ontology representations with convolutional and recurrent neural networks.

License either MIT, or GPLv3 or later","['Pathology', 'Machine learning', 'Functional, regulatory and non-coding RNA', 'Biomarkers', 'Ontology and terminology']",['Library'],0.0,,https://bio.tools/cdasor,339.0,215.0,289.4
mtgo-sc,0.500,"Tool to Explore Gene Modules in Single-Cell RNA Sequencing Data.

MTGO applied to Single Cell analysis.

MTGO analysis applied to Single Cell data version 0.2.0 from GitHub.

MTGO-SC is an adaptation for single cell RNA-sequencing (scRNA-seq) of MTGO, a biological network module detection algorithm. MTGO-SC integrates external gene annotations, such as the Gene Ontology terms or Reactome pathways with the gene expression networks obtained from single-cell DGE matrices.

This package integrates MTGO (Module detection via Topological information and Gene Ontology (GO) knowledge) to single cell analysis. Effort is made to seamless integration of Seurat results, together with visualization and filtering functions.

ne1s0n/MTGOsc: MTGO analysis applied to Single Cell data.

Extracting gene modules from single cell RNA-seq cell clusters","['Molecular interactions, pathways and networks', 'RNA-Seq', 'Biomarkers', 'Cell biology', 'Ontology and terminology']",['Command-line tool'],0.0,https://rdrr.io/github/ne1s0n/MTGOsc/,https://bio.tools/mtgo-sc,339.0,215.0,289.4
skimmr,0.500,"Facilitating knowledge discovery in life sciences by machine-aided skim reading.

SKIMMR - a research prototype for machine-aided skim reading (includes back-end code for generating a graph-like knowledge base from texts and a standalone HTTP server-based UI)","['Pathology', 'Medical imaging', 'Natural language processing', 'Biology', 'Ontology and terminology']",[],0.0,,https://bio.tools/skimmr,339.0,215.0,289.4
aiso,0.500,Interactive image segmentation tool designed to allow curators of biological specimens to segment and annotate image data with ontology terms.,"['Ontology and terminology', 'Biological imaging']",['Desktop application'],0.0,http://www.mybiosoftware.com/aiso-0-3-image-segmentation-tool.html,https://bio.tools/aiso,339.0,215.0,289.4
j-express,0.500,"It is a comprehensive portable software package for analysis and visualization of microarray data. It gives access to methods for unsupervised analysis, supervised analysis and visualisation in an integrated and flexible way. Its efficiency allows interactive clustering of thousands of expression profiles on standard personal computers. Supervised analysis can be performed on samples by simple sample annotation or on genes through tools for metabolic pathway analysis and Gene Ontology mapping.","['Mapping', 'Ontology and terminology', 'samples']",['Desktop application'],0.0,http://www.mybiosoftware.com/j-express-2009-analysis-visualization-microarray-data.html,https://bio.tools/j-express,339.0,215.0,289.4
nmrml converter,0.500,"This tool is used to support the nmrML data standard for nuclear magnetic resonance raw data in metabolomics. It converts native Bruker, Jeol and Agilent vendor formats into the open access nmrML data standard that is used by an ever-so growing number of small molecule NMR repositories.","['NMR', 'Analytical chemistry', 'Data integration and warehousing', 'Metabolomics', 'Ontology and terminology']",['Library'],8.0,https://github.com/nmrML/nmrML/tree/master/tools/Parser_and_Converters/Java,https://bio.tools/nmrml converter,339.0,261.0,307.8
nlimed,0.500,"Natural Language Interface for Model Entity Discovery in Biosimulation Model Repositories | This project is to convert user query to SPARQL in the Physiome Model Repository. The information looking by users usually is model entities | Natural Language Interface for Model Entity Discovery (NLIMED) is an interface to search model entities (i.e. flux of sodium across the basolateral plasma membrane, the concentration of potassium in the portion of tissue fluid) in the biosimulation models in repositories. The interface utilises the RDF inside biosimulation models and metadata from BioPortal. Currently, the interface can retrieve model entities from the Physiome Model Repository (PMR, https://models.physiomeproject.org) and the BioModels (https://www.ebi.ac.uk/biomodels/)","['Ontology and terminology', 'Natural language processing', 'Bioengineering']",['Command-line tool'],0.0,,https://bio.tools/nlimed,339.0,215.0,289.4
ontoget,0.500,Get ontology term(s).,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontoget,339.0,378.0,354.6
mousebook,0.500,"The database and web portal provide access to information about mutant mouse lines held as live or cryopreserved stocks at MRC Harwell. It portal integrates curated information from the MRC Harwell stock resource, and other Harwell databases, with information from external data resources to provide value-added information.","['Genotype and phenotype', 'Ontology and terminology', 'Zoology', 'Genetic variation']",['Database portal'],12.0,,https://bio.tools/mousebook,339.0,270.0,311.4
hgv_david,0.500,This tool provides functional annotation for a list of genes by connecting with DAVID database.,"['Ontology and terminology', 'Gene expression']",['Web application'],15658.0,https://galaxy.pasteur.fr/tool_runner?tool_id=hgv_david,https://bio.tools/hgv_david,339.0,379.0,355.0
gcocoa,0.500,A tool of the g:Profiler web server. It enables to do functional annotation for several gene lists at the same time and compare their results.,"['Statistics and probability', 'Function analysis', 'Data identity and mapping', 'Data mining', 'Ontology and terminology']",['Web application'],238.0,,https://bio.tools/gcocoa,339.0,331.0,335.8
miringo,0.500,"Prediction of biological processes indirectly targeted by human microRNAs.

miRinGO: Prediction of GO terms indirectly targeted by human microRNAs.

This R Shiny application can be used to predict Gene Ontology (GO) terms indirectly targeted by human microRNAs. In contrast to direct targets which are predicted to have binding sites, indirect targets are regulated transcriptionally through transcription factors (TFs).","['Gene transcripts', 'Functional, regulatory and non-coding RNA', 'RNA-Seq', 'Ontology and terminology', 'Gene expression']","['Library', 'Desktop application']",0.0,,https://bio.tools/miringo,339.0,215.0,289.4
emma2 ws,0.500,A MAGE-compliant system for the collaborative analysis and integration of microarray data.,"['Data management', 'Ontology and terminology', 'Microarray experiment']",['Web service'],0.0,https://www.biocatalogue.org/services/3747,https://bio.tools/emma2 ws,339.0,215.0,289.4
acela,0.500,Tool that aims to reduce the human effort required to produce a gold standard corpus of named entity (NE) annotations.,"['Molecular interactions, pathways and networks', 'Natural language processing', 'Machine learning', 'Human biology', 'Ontology and terminology']",['Web application'],7.0,,https://bio.tools/acela,339.0,258.0,306.6
pubrecheck,0.500,"How to improve automated discoverability and interpretability.

Data-driven research in biomedical science requires structured, computable data. Increasingly, these data are created with support from automated text mining. Text-mining tools have rapidly matured: although not perfect, they now frequently provide outstanding results. We describe 10 straightforward writing tips-and a web tool, PubReCheck-guiding authors to help address the most common cases that remain difficult for text-mining tools. We anticipate these guides will help authors' work be found more readily and used more widely, ultimately increasing the impact of their work and the overall benefit to both authors and readers.","['Medicine', 'Natural language processing', 'Biomedical science', 'Data mining', 'Ontology and terminology']",[],0.0,,https://bio.tools/pubrecheck,339.0,215.0,289.4
edamisformat,0.500,Find EDAM ontology terms by is_format_of relation.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamisformat,339.0,378.0,354.6
seaweb,0.500,"the small RNA Expression Atlas web application.

Sign in with Google or with you SEA account below. If you have not created an account yet, then please register first.

If you have received an eMail from Oasis 2 that the classification or DE analysis results are downloadable, you can provide the given link here, in order to upload the output to this system and compare them with publically available datasets.

SEA (also SEAweb) is a searchable database for the expression of small RNA (miRNA, piRNA, snoRNA, snRNA, siRNA) and pathogens. Publically available sRNA sequencing datasets were analysed with Oasis 2 pipelines and the results are stored here for easy and comparable search. Our curated, ontology connected metadata enables powerful searches within this database. Learn more in the documentation and publication","['Gene transcripts', 'Functional, regulatory and non-coding RNA', 'RNA-Seq', 'Biomarkers', 'Ontology and terminology']",[],0.0,,https://bio.tools/seaweb,339.0,215.0,289.4
arachnoserver,0.500,"ArachnoServer is a manually curated database providing information on the sequence, structure and biological activity of protein toxins from spider venoms. Key features of ArachnoServer include a molecular target ontology designed specifically for venom toxins, current and historic taxonomic information and a powerful advanced search interface.","['Ontology and terminology', 'Zoology', 'Proteins', 'Small molecules']",['Database portal'],163.0,,https://bio.tools/arachnoserver,339.0,326.0,333.8
ontogetroot,0.500,Get ontology root terms by child identifier.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetroot,339.0,378.0,354.6
bio.tools,0.500,The community registry of computational tools and data resources for biosciences.,"['Computational biology', 'Ontology and terminology', 'Data submission, annotation and curation', 'Bioinformatics']","['Web API', 'Web application', 'Database portal']",55.0,https://biotools.readthedocs.io/en/latest/support.html?highlight=help,https://bio.tools/bio.tools,339.0,305.0,325.4
pyradiomics,0.500,PyRadiomics is an ontology-guided radiomics analysis workflow (O-RAW).,"['Oncology', 'Medical imaging', 'Workflows', 'Genotype and phenotype', 'Ontology and terminology']",[],3.0,,https://bio.tools/pyradiomics,339.0,243.0,300.6
jmztab-m,0.500,Reference implementation for mzTab 2.0 for metabolomics,"['Metabolomics', 'Ontology and terminology', 'Data submission, annotation and curation']","['Command-line tool', 'Library']",0.0,https://github.com/lifs-tools/jmzTab-m,https://bio.tools/jmztab-m,339.0,215.0,289.4
