Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
coeus,0.250,"Semantic web application network that combines a set of algorithms to streamline the creation of new semantic web-based knowledge management systems. In a single package, it provides the tools to create new applications, including advanced integration connectors for different data sources along with ontology mapping techniques.","['Informatics', 'Data integration and warehousing', 'Rare diseases', 'Ontology and terminology', 'Software engineering']","['Web application', 'Database portal']",31.0,https://github.com/bioinformatics-ua/COEUS,https://bio.tools/coeus,528.0,464.0,502.40000000000003
pomelo ii,0.250,"Pomelo II is a web-server for the analysis of gene (and protein) expression and tissue array data. Different statistical tests are applied depending on the input data. Links are also provided to additional sources of information such as PubMed references, Gene Ontology terms, GO terms, etc.","['Molecular interactions, pathways and networks', 'Experimental design and studies', 'Microarray experiment', 'Ontology and terminology', 'Gene expression']",['Web application'],31.0,,https://bio.tools/pomelo ii,528.0,464.0,502.40000000000003
ness,0.250,"Finding human gene-disease associations using a Network Enhanced Similarity Search (NESS) of multi-species heterogeneous functional genomics data.

Network Enhanced Similarity Search (NESS).

NESS aggregates and harmonizes heterogeneous graph types including ontologies and their annotations, biological networks, and bipartite representations of experimental study results across species. The tool employs diffusion metrics, specifically a random walk with restart (RWR), to estimate the relations among entities in the graph and to make data-driven comparisons.","['Molecular interactions, pathways and networks', 'Epigenetics', 'Zoology', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/ness,528.0,315.0,442.8
arachnoserver,0.250,"ArachnoServer is a manually curated database providing information on the sequence, structure and biological activity of protein toxins from spider venoms. Key features of ArachnoServer include a molecular target ontology designed specifically for venom toxins, current and historic taxonomic information and a powerful advanced search interface.","['Ontology and terminology', 'Zoology', 'Proteins', 'Small molecules']",['Database portal'],163.0,,https://bio.tools/arachnoserver,528.0,538.0,532.0
gosemsim,0.250,"The semantic comparisons of Gene Ontology (GO) annotations provide quantitative ways to compute similarities between genes and gene groups, and have became an important basis for many bioinformatics analysis approaches. This R package analyzes the semantic similarity computation among GO terms, sets of GO terms, gene products and gene clusters.",['Ontology and terminology'],"['Command-line tool', 'Library']",288.0,https://guangchuangyu.github.io/GOSemSim,https://bio.tools/gosemsim,528.0,548.0,536.0
onn4mst,0.250,"Ontology-Aware Deep Learning Enables Ultrafast, Accurate and Interpretable Source Tracking among Sub-Million Microbial Community Samples from Hundreds of Niches.

This program is designed to perform fast and accurate biome source tracking among millions of samples from hundreds of niches. The biome ontology is organized as a tree-like structure, which have six layers. The Neural Network is also organized in six layers, which could produce a hierarchical classification result.","['Metagenomics', 'Microbial ecology', 'Ontology and terminology', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/onn4mst,528.0,315.0,442.8
proloc-go,0.250,ProLoc-GO is an efficient sequence-based method by mining informative Gene Ontology terms for predicting protein subcellular localization.,['Ontology and terminology'],['Web application'],91.0,http://www.mybiosoftware.com/proloc-go-utilizing-informative-go-terms-for-sequence-based-prediction-of-protein-subcellular-localization.html,https://bio.tools/proloc-go,528.0,513.0,522.0
magecomet,0.250,"An online tool that facilitates curation of MAGE-TAB. It combines text-mining and the Experimental Factor Ontology (EFO) to create a semi-automatic environment for faster annotation, guided data-manipulation and content summary.","['Data mining', 'Data architecture, analysis and design']",['Web application'],1.0,http://www.ebi.ac.uk/support/,https://bio.tools/magecomet,528.0,338.0,452.0
hgv_david,0.250,This tool provides functional annotation for a list of genes by connecting with DAVID database.,"['Ontology and terminology', 'Gene expression']",['Web application'],15658.0,https://galaxy.pasteur.fr/tool_runner?tool_id=hgv_david,https://bio.tools/hgv_david,528.0,611.0,561.2
hgv_linktogprofile,0.250,"This tool creates a link to the g:GOSt tool (Gene Group Functional Profiling), which provides functional profiling of gene lists.","['Function analysis', 'Data mining', 'Ontology and terminology']",['Web application'],885.0,https://galaxy.pasteur.fr/tool_runner?tool_id=hgv_linkToGProfile,https://bio.tools/hgv_linktogprofile,528.0,579.0,548.4000000000001
sem1r,0.250,"Finding semantic patterns in omics data using concept rule learning with an ontology-based refinement operator.

sem1R is a machine learning algorithm that finds interesting, hidden, and non-trivial semantic patterns in omics data.","['Taxonomy', 'Machine learning', 'RNA-Seq', 'Ontology and terminology', 'Gene expression']",[],0.0,,https://bio.tools/sem1r,528.0,315.0,442.8
icrf generator,0.250,"Generating interoperable electronic case report forms using online codebooks.

Semantic interoperability of clinical data requires the use of a common vocabulary, such as SNOMED-CT. Unfortunately, mapping data to such a terminology is time-consuming and requires expert knowledge of both the dataset and the terminology. A viable alternative can be the reuse of codebooks - published dataset definitions which, in some cases, have already been mapped to a terminology. We designed the iCRF Generator, a tool which makes it easy to generate interoperable electronic Case Report Forms for (currently) three major EDCs: OpenClinica 3, Castor and REDCap. The tool currently provides access to several codebooks stored online in Art-Decor, such as:.","['Pathology', 'Ontology and terminology', 'Tomography', 'Workflows']","['Command-line tool', 'Script']",0.0,,https://bio.tools/icrf generator,528.0,315.0,442.8
microphenodb,0.250,"MicroPhenoDB Associates Metagenomic Data with Pathogenic Microbes, Microbial Core Genes, and Human Disease Phenotypes.","['Pathology', 'Metagenomics', 'Medical informatics', 'Genotype and phenotype', 'Ontology and terminology']","['Database portal', 'Web application']",0.0,http://lilab2.sysu.edu.cn/microphenodb,https://bio.tools/microphenodb,528.0,315.0,442.8
pcosbase,0.250,"A manually curated database of polycystic ovarian syndrome.

Nor Afiqah-Aleng, Sarahani Harun, Mohd Rusman Arief A-Rahman, Nor Azlan Nor Muhammad, Zeti-Azura Mohamed-Hussein, PCOSBase: a manually curated database of polycystic ovarian syndrome, Database, Volume 2017, 2017, bax098","['Pathology', 'Data submission, annotation and curation', 'Molecular interactions, pathways and networks', 'Proteomics', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/pcosbase,528.0,315.0,442.8
isa4j,0.250,"A scalable Java library for creating ISA-Tab metadata.

isa4j is a comprehensive and scalable Java Library for the programmatic generation of experimental metadata descriptions using the ISATab container format. We're assuming you're familiar with the ISA-Tab framework in the remainder of the manual; if you're not, please read up about it first.

This is an XML namespace defined in the XML Linking Language (XLink) specification.","['Database management', 'Imaging', 'Ontology and terminology']",['Library'],0.0,https://github.com/IPK-BIT/isa4j,https://bio.tools/isa4j,528.0,315.0,442.8
generic go term mapper,0.250,"A tool for mapping the granular GO annotations for genes in a list to a set of broader, high-level GO parents terms.",['Ontology and terminology'],['Web application'],0.0,,https://bio.tools/generic go term mapper,528.0,315.0,442.8
fhir,0.250,"FHIR is a standard for health care data exchange. It is a platform specification that defines a set of capabilities use across the healthcare process, in all jurisdictions, and in lots of different contexts.","['Infectious disease', 'Medical informatics', 'Database management', 'Allergy, clinical immunology and immunotherapeutics', 'Ontology and terminology']",['Web API'],0.0,,https://bio.tools/fhir,528.0,315.0,442.8
gcocoa,0.250,A tool of the g:Profiler web server. It enables to do functional annotation for several gene lists at the same time and compare their results.,"['Statistics and probability', 'Function analysis', 'Data identity and mapping', 'Data mining', 'Ontology and terminology']",['Web application'],238.0,,https://bio.tools/gcocoa,528.0,546.0,535.2
miringo,0.250,"Prediction of biological processes indirectly targeted by human microRNAs.

miRinGO: Prediction of GO terms indirectly targeted by human microRNAs.

This R Shiny application can be used to predict Gene Ontology (GO) terms indirectly targeted by human microRNAs. In contrast to direct targets which are predicted to have binding sites, indirect targets are regulated transcriptionally through transcription factors (TFs).","['Gene transcripts', 'Functional, regulatory and non-coding RNA', 'RNA-Seq', 'Ontology and terminology', 'Gene expression']","['Library', 'Desktop application']",0.0,,https://bio.tools/miringo,528.0,315.0,442.8
clinical metadata ontology (cmdo),0.250,A simple classification scheme for data elements of clinical data based on semantics,"['Allergy, clinical immunology and immunotherapeutics', 'Ontology and terminology', 'Preclinical and clinical studies']",['Ontology'],0.0,http://bioportal.bioontology.org/ontologies/CMDO/,https://bio.tools/clinical metadata ontology (cmdo),528.0,315.0,442.8
bio.tools,0.250,The community registry of computational tools and data resources for biosciences.,"['Computational biology', 'Ontology and terminology', 'Data submission, annotation and curation', 'Bioinformatics']","['Web API', 'Web application', 'Database portal']",55.0,https://biotools.readthedocs.io/en/latest/support.html?highlight=help,https://bio.tools/bio.tools,528.0,493.0,514.0
ngly1,0.250,"Structured Reviews for Data and Knowledge Driven Research | The NGLY1 Deficiency Knowledge Graph | This is the repository for the NGLY1 Deficiency Knowledge Graph, the reasoning context to support hypothesis discovery for NGLY1 Deficiency-CDDG (DOID:0060728) research. The user can navigate the knowledge in the graph in the Neo4j Browser website. This knowledge graph is a structured review around the research question what is the mechanism underpinning the NGLY1-AQP1 regulation association and explaining the reduced transcriptomic expression of multiple Aquaporins in NGLY1 deficient cells?. The graph v3.2 is the first deployed in the Wikibase application for community contribution and curation","['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Machine learning']",['Command-line tool'],0.0,https://github.com/SuLab/ngly1-graph,https://bio.tools/ngly1,528.0,315.0,442.8
lipid mini-on,0.250,Lipid Mining and Ontology (Lipid Mini-On) - mining and ontology tool for enrichment analysis of lipidomic data.,"['Ontology and terminology', 'Lipids']","['Web application', 'Web service']",0.0,https://github.com/PNNL-Comp-Mass-Spec/LipidMiniOn/issues,https://bio.tools/lipid mini-on,528.0,315.0,442.8
semdist,0.250,"This package implements methods to calculate information accretion for a given version of the gene ontology and uses this data to calculate remaining uncertainty, misinformation, and semantic similarity for given sets of predicted annotations and true annotations from a protein function predictor.","['Ontology and terminology', 'Data quality management']","['Command-line tool', 'Library']",671.0,http://github.com/iangonzalez/SemDist,https://bio.tools/semdist,528.0,575.0,546.8
emma2 ws,0.250,A MAGE-compliant system for the collaborative analysis and integration of microarray data.,"['Data management', 'Ontology and terminology', 'Microarray experiment']",['Web service'],0.0,https://www.biocatalogue.org/services/3747,https://bio.tools/emma2 ws,528.0,315.0,442.8
fair,0.250,Two real use cases of FAIR maturity indicators in the life sciences | This repository contains the results of the FAIR Metrics Group | FAIR Maturity Indicators and Tools | [Horizon 2020 Commission expert group on Turning FAIR data into reality](http://ec.europa.eu/transparency/regexpert/index.cfm?do=groupDetail.groupDetail&groupID=3464,"['Microarray experiment', 'Ontology and terminology', 'Biology']",[],0.0,https://github.com/FAIRMetrics/Metrics/issues,https://bio.tools/fair,528.0,315.0,442.8
diversityscientificterms,0.250,"DiversityScientificTerms (DWB-DST) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DST is focussed on the management of collections of scientific terms and term concepts, i. e., particular domain-specific  terminologies, glossaries and vocabularies (e.g. biostratigraphy, anatomical terminology). DST is able to organise terms together with synonyms, common names and equivalent  terms ín different languages. The single terms are defined, (hierarchically) classified and referenced, for example, by linking online resources and external identifiers.","['Medicine', 'Environmental science', 'Data management', 'Biology', 'Chemistry', 'Ontology and terminology']",['Desktop application'],0.0,https://diversityworkbench.net/Portal/Support,https://bio.tools/diversityscientificterms,528.0,315.0,442.8
kinpred,0.250,"A unified and sustainable approach for harnessing proteome-level human kinase-substrate predictions.

Welcome to the Github repository for the KinPred v1.0 project, which seeks to create sustainable and usable formats of whole human proteome predictions of kinases with site-specific substrates. Details of code are available within the Code and Data directory readme files. For orientation, the likely workflows you may be interested in, include:.

Users of KinPred-formatted Prediction Algorithm Resources.","['Protein modifications', 'Sequence analysis', 'Proteomics', 'Protein interactions', 'Ontology and terminology']",['Command-line tool'],0.0,https://github.com/NaegleLab/KinPred,https://bio.tools/kinpred,528.0,315.0,442.8
gsvec,0.250,"Comprehensive biological interpretation of gene signatures using semantic distributed representation.

GsVec (Gene signature Vector) is an analysis method that supports the biological interpretation of Gene signature obtained by gene expression analysis of Bioinformatics. The association between the gene signature to be interpreted and the gene signature of the Pathway / Gene Ontology data base is performed by natural language processing","['Molecular interactions, pathways and networks', 'Natural language processing', 'Microarray experiment', 'Ontology and terminology', 'Gene expression']",['Command-line tool'],0.0,,https://bio.tools/gsvec,528.0,315.0,442.8
combigor,0.250,Data-Analysis Package for Combinatorial Materials Science.,"['Imaging', 'Environmental science', 'Ontology and terminology']",['Desktop application'],2.0,https://github.com/NREL/COMBIgor/,https://bio.tools/combigor,528.0,350.0,456.8
uniconsig,0.250,uniConSig is a genome-wide quantification of new biological and pathological functions of genes and pathways.,"['Pathology', 'Oncology', 'Molecular interactions, pathways and networks', 'Ontology and terminology', 'Transcriptomics']",[],0.0,,https://bio.tools/uniconsig,528.0,315.0,442.8
cedar ondemand,0.250,It is a chrome browser extension that enables users to seamlessly enter ontology-based metadata using existing web-based submission forms provided by metadata repositories. The use of controlled vocabularies for entering metadata can help improve the quality of metadata submitted to repositories and ultimately contributes to the creation of FAIR data.,['Ontology and terminology'],['Plug-in'],1.0,https://github.com/ahmadchan/CEDAROnDemand,https://bio.tools/cedar ondemand,528.0,338.0,452.0
genome trax,0.250,A search tool for finding variants from specific chromosome coordinates. It is possible to integrate the results in NGS pipeline.,"['Sequence analysis', 'Function analysis', 'Gene regulation', 'DNA structural variation', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/genome trax,528.0,315.0,442.8
the brenda tissue ontology (bto),0.250,"BRENDA Tissue Ontology is a structured encyclopedia of tissue terms. BTO contains different anatomical structures, tissues, cell types and cell lines, classified under generic categories corresponding to the rules and formats of the Gene Ontology Consortium and organized as a directed acyclic graph (DAG). A versatile web interface with several search and navigation functionalities allows convenient online access to the BTO and to the enzymes isolated from the tissues.","['Biobank', 'Enzymes', 'Microarray experiment', 'Model organisms', 'Ontology and terminology']",['Database portal'],66.0,,https://bio.tools/the brenda tissue ontology (bto),528.0,501.0,517.2
fontcell,0.250,A Python package automatic computed fusion of ontologies.,"['RNA-Seq', 'Ontology and terminology', 'Anatomy', 'Cell biology']",['Library'],0.0,https://pypi.org/project/fontcell/,https://bio.tools/fontcell,528.0,315.0,442.8
ufo,0.250,"A tool for unifying biomedical ontology-based semantic similarity calculation, enrichment analysis and visualization.","['Pathology', 'Protein interactions', 'Biomarkers', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,,https://bio.tools/ufo,528.0,315.0,442.8
ontoquestmain,0.250,Search terms starting for the query used for auto-complete service.,"['Data mining', 'Data management', 'Ontology and terminology']",['Web API'],0.0,https://www.biocatalogue.org/services/2715,https://bio.tools/ontoquestmain,528.0,315.0,442.8
edamhasoutput,0.250,Find EDAM ontology terms by has_output relation.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamhasoutput,528.0,609.0,560.4000000000001
gomcl,0.250,"A toolkit to cluster, evaluate, and extract non-redundant associations of Gene Ontology-based functions.

GOMCL is a tool to cluster and extract summarized associations of Gene Ontology based functions in omics data. It clusters GO terms using MCL based on overlapping ratios, OC (Overlap coefficient) or JC (Jaccard coefficient). The resulting clusters can be further analyzed and separated into sub-clusters using a second script, GOMCL-sub. This tool helps researchers to reduce time spent on manual curation of large lists of GO terms and minimize biases introduced by shared GO terms in data interpretation.","['Genomics', 'Molecular interactions, pathways and networks', 'Plant biology', 'Genotype and phenotype', 'Ontology and terminology']",['Database portal'],0.0,https://github.com/Guannan-Wang/GOMCL,https://bio.tools/gomcl,528.0,315.0,442.8
allenricher,0.250,"A comprehensive gene set function enrichment tool for both model and non-model species. This is a tool designed for functional genomic and large-scale genetic studies from which large number of gene lists (e.g. differentially expressed gene sets, co-expressed gene sets, or differential epigenomic modification gene sets etc) are continuously generated. AllEnricher incorporates information from different public resources and provides an easy way for biologists to make sense out of gene lists.","['Pathology', 'Molecular interactions, pathways and networks', 'Epigenomics', 'Ontology and terminology', 'Gene expression']",['Script'],0.0,,https://bio.tools/allenricher,528.0,315.0,442.8
yogy,0.250,"Eukaryotic Orthology (YOGY) is a resource for retrieving orthologous proteins from nine eukaryotic organisms. Using a gene or protein identifier as a query, this database provides comprehensive, combined information on orthologs in other species using data from five independent resources: KOGs, Inparanoid, Homologene, OrthoMCL, and a table of curated orthologs between budding yeast and fission yeast. Associated Gene Ontology (GO) terms of orthologs can also be retrieved.","['Gene and protein families', 'Model organisms', 'Ontology and terminology']",['Web application'],39.0,,https://bio.tools/yogy,528.0,477.0,507.6
gotools,0.250,Wraper functions for description/comparison of oligo ID list using Gene Ontology database.,"['Ontology and terminology', 'Genotyping experiment', 'Microarray experiment', 'Gene expression']","['Command-line tool', 'Library']",671.0,,https://bio.tools/gotools,528.0,575.0,546.8
mousebook,0.250,"The database and web portal provide access to information about mutant mouse lines held as live or cryopreserved stocks at MRC Harwell. It portal integrates curated information from the MRC Harwell stock resource, and other Harwell databases, with information from external data resources to provide value-added information.","['Genotype and phenotype', 'Ontology and terminology', 'Zoology', 'Genetic variation']",['Database portal'],12.0,,https://bio.tools/mousebook,528.0,414.0,482.40000000000003
dnmso,0.250,"DNMSO is an ontology for representing de novo sequencing results from Tandem-MS data. For the identification and sequencing of proteins, mass spectrometry (MS) has become the tool of choice and as such drives proteomics.","['Sequencing', 'Small molecules', 'Proteomics', 'Proteomics experiment', 'Ontology and terminology']",['Ontology'],0.0,https://savastakan.github.io/dnmso/,https://bio.tools/dnmso,528.0,315.0,442.8
nbdc rdf portal,0.250,Comprehensive repository for semantic data in life sciences.,"['Data management', 'Ontology and terminology', 'Literature and language']",['Web application'],0.0,,https://bio.tools/nbdc rdf portal,528.0,315.0,442.8
nmrml converter,0.250,"This tool is used to support the nmrML data standard for nuclear magnetic resonance raw data in metabolomics. It converts native Bruker, Jeol and Agilent vendor formats into the open access nmrML data standard that is used by an ever-so growing number of small molecule NMR repositories.","['NMR', 'Analytical chemistry', 'Data integration and warehousing', 'Metabolomics', 'Ontology and terminology']",['Library'],8.0,https://github.com/nmrML/nmrML/tree/master/tools/Parser_and_Converters/Java,https://bio.tools/nmrml converter,528.0,396.0,475.20000000000005
gopubmed,0.250,Tool that allows users to explore the results of PubMed queries in the context of Gene Ontology (GO) terms.,['Ontology and terminology'],['Web application'],321.0,,https://bio.tools/gopubmed,528.0,552.0,537.6
ontoget,0.250,Get ontology term(s).,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontoget,528.0,609.0,560.4000000000001
ontobrowser,0.250,"The tool was developed to manage ontologies (and controlled terminologies e.g. CDISC SEND). The primary goal of the tool is to provide an online collaborative solution for expert curators to map code list terms (sourced from multiple systems/databases) to preferred ontology terms. Other key features include visualisation of ontologies in hierarchical/graph format, advanced search capabilities, peer review/approval workflow and web service access to data.","['Ontology and terminology', 'Data identity and mapping']","['Web API', 'Web application']",0.0,https://github.com/Novartis/ontobrowser,https://bio.tools/ontobrowser,528.0,315.0,442.8
ontogetcommon,0.250,Get common ancestor for terms.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetcommon,528.0,609.0,560.4000000000001
ikap_cells,0.250,"IKAP - Identifying K mAjor cell Population groups in single-cell RNA-seq analysis.

IKAP – Identifying K mAjor cell Population groups in single-cell RNA-seq analysis.

Note: IKAP will, by default, regress out the percentage of mitochondrial gene counts and total UMI counts and scale the expression matrix using Seurat ScaleData function. These two values should be save in Seurat metadata with column names 'percent.mito' and 'nUMI' respectively. If you want to regress out different confounding variables or use different column names, please save these variables in Seurat metadata and set 'confounders' (an IKAP parameter) as their column names in the Seurat metadata data frame.","['RNA-Seq', 'Transcriptomics', 'Ontology and terminology', 'Cell biology']",['Library'],0.0,,https://bio.tools/ikap_cells,528.0,315.0,442.8
agrigo,0.250,"Integrated gene ontology analysis toolkit for the agriculture community. Supported organisms and gene identifiers were expanded over EasyGO tool, and several tools for predicting gene function are included.","['Function analysis', 'Gene transcripts', 'Model organisms', 'Ontology and terminology', 'Gene expression']",['Web application'],1362.0,,https://bio.tools/agrigo,528.0,584.0,550.4000000000001
ontogetsibs,0.250,Get ontology term(s) by id with common parent.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetsibs,528.0,609.0,560.4000000000001
pdbj,0.250,"Protein Data Bank Japan: a member of the worldwide Protein Data Bank (wwPDB), accepts and processes desposited data of experimentally determinded macromolecular structures.","['Protein structure analysis', 'Structure analysis', 'Proteins', 'Structural biology', 'Ontology and terminology']",['Database portal'],83.0,,https://bio.tools/pdbj,528.0,509.0,520.4000000000001
fairscape,0.250,"FAIRSCAPE is a reusable computational framework, enabling simplified access to modern scalable cloud-based components. It fully implements the FAIR data principles and extends them to provide FAIR Evidence, including provenance of datasets, software and computations,as metadata for all computed results.","['Workflows', 'Imaging', 'Ontology and terminology']",['Workbench'],0.0,,https://bio.tools/fairscape,528.0,315.0,442.8
cadgene,0.250,"Comprehensive manually curated database for coronary artery disease genes. Candidate genes are classified into 12 functional categories based on their roles in CAD. Each gene includes detailed information from related studies (e.g. the size of case-control, population, SNP, odds ratio, P-value, etc.) and useful annotations, which include general gene information, Gene Ontology annotations, KEGG pathways, protein-protein interactions and others.","['Pathology', 'Genetics', 'Molecular interactions, pathways and networks', 'Experimental design and studies', 'DNA polymorphism']",['Database portal'],54.0,,https://bio.tools/cadgene,528.0,492.0,513.6
classyfire,0.250,"A webapplication for automated structural classification of chemical entities. This application uses a rule-based approach that relies on a comprehensible, comprehensive, and computable chemical taxonomy.","['Taxonomy', 'Small molecules', 'Cheminformatics', 'Chemistry', 'Ontology and terminology']","['Web application', 'Web API']",0.0,,https://bio.tools/classyfire,528.0,315.0,442.8
phaedra,0.200,"semantically annotated corpus for pharmacovigilence (PV), consisting of 597 MEDLINE abstracts. Its fine-grained, multiple levels of annotation, added by domain-experts, make it a unique resource within the field, and aim to encourage the development/adaption of novel machine learning tools for extracting PV-related information from text.","['Drug discovery', 'Cheminformatics', 'Natural language processing', 'Medicinal chemistry']",['Web application'],0.0,,https://bio.tools/phaedra,231.0,315.0,264.6
sapp,0.200,"SAPP is a Semantic Annotation Platform with Provenance and is designed on the basis of Semantic Web and is FAIR by design. The platform and corresponding modules allows you to annotate genomes of various qualities with the full chain of provenance. Resulting is a RDF genome data model which you can query and analyse using SPARQL. Various modules are available which allows you to annotate, visualise and export to various formats.","['Computational biology', 'Omics', 'Genomics']",['Command-line tool'],3.0,http://sapp.gitlab.io,https://bio.tools/sapp,231.0,364.0,284.2
semantic body browser,0.200,A web application for intuitively exploring the body of an organism from the organ to the sub-cellular level and visualising expression profiles by means of semantically annotated illustrations. It is used to comprehend biological and medical data related to the different body structures while relying on the strong pattern recognition capabilities of human users.,"['Anatomy', 'Physiology', 'Zoology']",['Web application'],1.0,http://www.mybiosoftware.com/semantic-body-browser-1-5-1-graphically-exploring-an-organisms-body.html,https://bio.tools/semantic body browser,231.0,338.0,273.8
biocaddie,0.188,"Leveraging word embeddings and medical entity extraction for biomedical dataset retrieval using unstructured texts.

Mayo's Data for the bioCADDIE 2016 Dataset Retrieval Challenge","['Medicine', 'Data management', 'Literature and language']",[],4.0,,https://bio.tools/biocaddie,228.0,374.0,286.4
litinspector,0.188,"A literature search tool providing gene homonym mining within the PubMed database. Search terms are highlighted in the results. It also performs signal transduction pathway mining using a manually curated database of pathway names, pathway components and pathway keywords.","['Molecular interactions, pathways and networks', 'Data submission, annotation and curation', 'Natural language processing', 'Data mining']",['Web application'],35.0,,https://bio.tools/litinspector,228.0,468.0,324.0
crispy,0.188,Highly efficient DSB-free base editing for streptomycetes with CRISPR-BEST | CRISPy-web now detects potential amino acid changes introducable by CRISPR-BEST,"['Pharmacology', 'Genetic engineering', 'Small molecules']",['Web application'],0.0,,https://bio.tools/crispy,228.0,315.0,262.79999999999995
evntextrc,0.188,"EvntExtrc is a biological event extractor on biomedical literature |
Context awareness and embedding for biomedical event extraction","['Molecular interactions, pathways and networks', 'Natural language processing', 'Biomedical science']","['Library', 'Command-line tool']",0.0,,https://bio.tools/evntextrc,228.0,315.0,262.79999999999995
sbpks2,0.188,Structure-based genome mining and analysis of polyketide and non-ribosomal peptide biosynthetic pathways in chemical space.,"['Proteomics', 'Sequence sites, features and motifs']",['Web application'],17.0,,https://bio.tools/sbpks2,228.0,427.0,307.6
neuropp,0.188,Tool for the prediction of neuropeptide precursors based on optimal sequence composition.,"['Sequence composition, complexity and repeats', 'Protein sites, features and motifs', 'Small molecules']","['Web application', 'Web service']",4.0,,https://bio.tools/neuropp,228.0,374.0,286.4
pure,0.188,"This tool is a PubMed article recommendation system based on content-based filtering, based on preferred articles.","['Literature and language', 'Biology']",['Database portal'],8.0,http://www.mybiosoftware.com/pure-pubmed-article-recommendation-system-based-content-based-filtering.html,https://bio.tools/pure,228.0,396.0,295.2
iambee,0.188,Identification of Adaptive Mutations in Bacterial Evolution Experiments (IAMBEE) - web server designed for network-based genotype-phenotype mapping of clonal populations that display the same focal phenotype.,"['Molecular interactions, pathways and networks', 'Genotype and phenotype', 'Genetic variation']","['Web application', 'Web service']",0.0,,https://bio.tools/iambee,228.0,315.0,262.79999999999995
eventepi,0.188,EventEpi - A Natural Language Processing Framework for Event-Based Surveillance  - is a tool to extract the most important entites from a epidemiological text and to analyze them.,"['Microbiology', 'Natural language processing', 'Public health and epidemiology']",['Library'],0.0,,https://bio.tools/eventepi,228.0,315.0,262.79999999999995
bagel2,0.188,"BAGEL2 (BActeriocin GEnome mining tooL) identifies putative bacteriocins on the basis of conserved domains, physical properties and genomic context. Improved genome mining capacity from BAGEL.","['Metagenomics', 'Sequence sites, features and motifs', 'Genomics', 'Physics', 'Data mining']",['Web application'],102.0,,https://bio.tools/bagel2,228.0,517.0,343.6
spiseme,0.188,"A multi-language package for spike train surrogate generation.

The Spike Sequence mime (SpiSeMe) package provides C++, Matlab and Python functions implementing four different algorithms for generation of surrogates of event (aka spikes) sequences. The algorithms provided by the package are.","['Neurobiology', 'Software engineering', 'Statistics and probability', 'Physics']",[],0.0,,https://bio.tools/spiseme,228.0,315.0,262.79999999999995
bittersweet,0.188,Building machine learning models for predicting the bitter and sweet taste of small molecules.,"['Environmental science', 'Machine learning', 'Small molecules']",['Web application'],1.0,https://github.com/cosylabiiit/bittersweet/,https://bio.tools/bittersweet,228.0,338.0,272.0
bioconceptvec,0.188,BioConceptVec is a collection of concept embeddings on primary biological concepts mentioned in the biomedical literature.,"['Literature and language', 'Medicine', 'Protein interaction experiment', 'Machine learning', 'Protein interactions']",['Ontology'],0.0,,https://bio.tools/bioconceptvec,228.0,315.0,262.79999999999995
cocitestats,0.188,A collection of software tools for dealing with co-citation data.,['Natural language processing'],"['Command-line tool', 'Library']",671.0,,https://bio.tools/cocitestats,228.0,575.0,366.79999999999995
dquest,0.188,DQueST is a web applciation for reducing information overload for trial seekers using dynamic questionnaires.,"['Medical informatics', 'Preclinical and clinical studies', 'Natural language processing']",['Web application'],0.0,https://github.com/stormliucong/dquest-flask/issues,https://bio.tools/dquest,228.0,315.0,262.79999999999995
gemtractor,0.188,"Extracting Views into Genome-scale Metabolic Models.

The GEMtractor a platform for trimming and extracting genome-scale metabolic models (GEMs).","['Imaging', 'Endocrinology and metabolism', 'Enzymes', 'Small molecules']",['Web application'],0.0,http://github.com/binfalse/GEMtractor,https://bio.tools/gemtractor,228.0,315.0,262.79999999999995
dbcrid,0.188,"A database of Chromosomal Rearrangements In Diseases (dbCRID, http://dbCRID.biolead.org) is a database of human CR events and their associated diseases. For each reported CR event, dbCRID documents the type of the event, the disease or symptoms associated, and--when possible--detailed information about the CR event including precise breakpoint positions, junction sequences, genes and gene regions disrupted and experimental techniques applied to discover/analyze the CR event.","['Pathology', 'Molecular interactions, pathways and networks', 'DNA']",['Database portal'],24.0,,https://bio.tools/dbcrid,228.0,446.0,315.2
