Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
multiglycan,0.117,Helps user to gather glycan profile information from LC-MS Spectra. It also reports quantity of specific glycan composition.,"['Data submission, annotation and curation', 'Protein modifications', 'Biochemistry']",['Desktop application'],18.0,http://www.mybiosoftware.com/multiglycan-0-9-2-2-annotation-of-glycomic-profiles-in-the-lc-ms-data.html,https://bio.tools/multiglycan,2872.0,3158.0,2986.4
mircat,0.117,Predicts mature miRNAs and their precursors from an sRNA dataset and a genome.,['Workflows'],['Desktop application'],151.0,,https://bio.tools/mircat,2872.0,3906.0,3285.6000000000004
pipemem,0.117,PipeMEM is a Framework to Speed Up BWA-MEM in Spark with Low Overhead.,"['Sequencing', 'Workflows', 'DNA']",[],0.0,,https://bio.tools/pipemem,2872.0,2330.0,2655.2
peakc,0.117,Benchmarking of 4C-seq pipelines based on real and simulated data.,"['Epigenetics', 'Workflows']",['Library'],0.0,https://github.com/deWitLab/peakC/issues,https://bio.tools/peakc,2872.0,2330.0,2655.2
prer,0.117,"A Patient Representation with Pairwise Relative Expression of Proteins on Biological Networks.

Alterations in protein and gene expression levels are often used as features to predictive models such as clinical outcome prediction.","['Protein expression', 'Oncology', 'Protein interactions', 'Biomarkers', 'Gene expression']",[],0.0,,https://bio.tools/prer,2872.0,2330.0,2655.2
chemfp,0.117,"Fast cheminformatics fingerprint search, at your fingertips.

Chemfp is a set of command-line tools and a Python library for fingerprint generation and high-performance similarity search.

There are two ways to try out chemfp. From the download page page you can request an evaluation copy of the most recent version of chemfp, or you can download an earlier version for no cost under the MIT license","['Transcription factors and regulatory sites', 'Literature and language', 'Cheminformatics', 'Chemistry']",[],0.0,https://bitbucket.org/dalke/chemfp_benchmark,https://bio.tools/chemfp,2872.0,2330.0,2655.2
oncocnv,0.117,Package to detect copy number changes in Deep Sequencing data developed by OncoDNA.,"['Data quality management', 'Sequencing', 'DNA']",['Command-line tool'],35.0,http://www.mybiosoftware.com/oncocnv-5-4-detection-of-copy-number-changes-in-deep-sequencing-data.html,https://bio.tools/oncocnv,2872.0,3422.0,3092.0
srnabench,0.117,Web-server tool and standalone application for processing small-RNA data obtained from next generation sequencing platforms such as Illumina or SOLiD.,"['RNA-Seq', 'Functional, regulatory and non-coding RNA', 'PCR experiment']",['Web application'],6.0,,https://bio.tools/srnabench,2872.0,2798.0,2842.4
bioactive conformational ensemble,0.117,Bioactive Conformational Ensemble (BCE) is a platform designed to efficiently generate bioactive conformers and speed up the drug discovery process. Bioactive Conformational Ensemble Server and Database. A Public Framework to Speed Up In Silico Drug Discovery.,"['Pharmacology', 'Molecular dynamics', 'Drug discovery', 'Small molecules', 'Medicinal chemistry', 'Compound libraries and screening']","['Web application', 'Web API']",0.0,,https://bio.tools/bioactive conformational ensemble,2872.0,2330.0,2655.2
fasta canonical sequences,0.117,"FASTA Canonical Sequences deletes comments from FASTA files. It can also change sequences by deleting specified characters or whitespace, introduce newlines for readibility, or change sequence case.",['Sequences'],['Command-line tool'],0.0,http://www.mybiosoftware.com/fasta-canonical-sequences-1-1-delete-comments-fasta-file.html,https://bio.tools/fasta canonical sequences,2872.0,2330.0,2655.2
sf-matching,0.117,SF-Matching(SubFragment-Matching) is a machine-learning based approach to predict compounds from tandem mass spectra.,"['Proteomics experiment', 'Metabolomics', 'Small molecules', 'Molecular biology', 'Machine learning']",[],0.0,https://git.embl.de/grp-bork/sf-matching,https://bio.tools/sf-matching,2872.0,2330.0,2655.2
fragfit,0.117,Guided modeling of missing segments such as loops or hinge regions into cryo-Electron Microscopy (cryo-EM) density maps [1]. Segments of up to 3-35 residues length can be effectively modeled into maps of different resolution.,"['Protein folds and structural domains', 'Imaging', 'Mapping']",['Web application'],0.0,,https://bio.tools/fragfit,2872.0,2330.0,2655.2
swiss-2dpage,0.117,Data on proteins identified on various 2-D PAGE and SDS-PAGE reference maps.,['Proteomics'],['Database portal'],81.0,,https://bio.tools/swiss-2dpage,2872.0,3696.0,3201.6000000000004
corna,0.117,"Corna is a Python package that perform Natural Abundance Correction on the output intensity of metabolites, obtained after performing Mass Spectrometry(MS).","['Small molecules', 'Metabolomics', 'Proteomics experiment', 'Workflows']",['Library'],0.0,,https://bio.tools/corna,2872.0,2330.0,2655.2
cytopy,0.117,CytoPy is a autonomous  cytometry analysis framework for Python.,"['Genotype and phenotype', 'Cytometry', 'Workflows', 'Immunology', 'Machine learning']",['Workbench'],0.0,,https://bio.tools/cytopy,2872.0,2330.0,2655.2
grindb,0.117,"A unified and manually curated repertoire of GRIN variants.

A CURATED DATABASE FOR GRIN VARIANTS.","['Data submission, annotation and curation', 'Genotype and phenotype', 'Genetic variation', 'Neurology', 'Small molecules']",['Database portal'],0.0,http://lmc.uab.es/grindb/grindbdata,https://bio.tools/grindb,2872.0,2330.0,2655.2
acdpretty,0.117,Correctly reformat an application ACD file.,['Data management'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/acdpretty,2872.0,4502.0,3524.0
maize genetics and genomics database (maizegdb),0.117,"Biological information about the crop plant Zea mays ssp. mays. The following datatypes are accessible through this site: genetic, genomic, sequence, gene product, functional characterization, literature reference, and person/organization contact information.",['Plant biology'],['Database portal'],31.0,,https://bio.tools/maize genetics and genomics database (maizegdb),2872.0,3375.0,3073.2
amass,0.117,"Automated tool for antimicrobial resistance surveillance system (AMASS) was developed as an offline, open-access and easy-to-use application that allows a hospital to perform data analysis independently and generate isolate-based and sample-based surveillance reports stratified by infection origin from routinely collected electronic databases. The application was built in R, which is a free software environment.","['Microbiology', 'Public health and epidemiology', 'Biobank', 'Infectious disease', 'Tropical medicine']",['Script'],0.0,https://figshare.com/articles/AMASS_zip/7763330,https://bio.tools/amass,2872.0,2330.0,2655.2
ppnid,0.117,PPNID: a manually curated reference database and identification tool for plant-parasitic nematode.,"['Workflows', 'Agricultural science', 'Phylogeny']",[],0.0,,https://bio.tools/ppnid,2872.0,2330.0,2655.2
circatlas,0.117,"circAtlas is an integrated resource of one million highly accurate circular RNAs from 1070 vertebrate transcriptomes. Existing circular RNA (circRNA) databases have become essential for transcriptomics. However, most are unsuitable for mining in-depth information for candidate circRNA prioritization. To address this, we integrate circular transcript collections to develop the circAtlas database based on 1070 RNA-seq samples collected from 19 normal tissues across six vertebrate species. This database contains 1,007,087 highly reliable circRNAs, of which over 81.3% have been assembled into full-length sequences. We profile their expression pattern, conservation, and functional annotation. We describe a novel multiple conservation score, co-expression, and regulatory networks for circRNA annotation and prioritization.","['RNA-Seq', 'Functional, regulatory and non-coding RNA', 'Model organisms', 'Transcriptomics', 'Transcription factors and regulatory sites']",['Database portal'],0.0,,https://bio.tools/circatlas,2872.0,2330.0,2655.2
k2taxonomer,0.117,"Multi-resolution characterization of molecular taxonomies in bulk and single-cell transcriptomics data.

K2Taxonomer is an R package built around a ""top-down"" recursive partitioning framework to perform unsupervised learning of nested “taxonomy-like” subgroups from high-throughput -omics data. This framework was devised to be flexible to different data structures, enabling its applicability to analyze both bulk and single-cell data sets. In addition to implementing the algorithm, this package includes functionality to annotate estimated subgroups using gene- and pathway-level analyses.","['Proteomics', 'Metabolomics', 'Transcriptomics', 'Taxonomy', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/k2taxonomer,2872.0,2330.0,2655.2
fhir,0.117,"FHIR is a standard for health care data exchange. It is a platform specification that defines a set of capabilities use across the healthcare process, in all jurisdictions, and in lots of different contexts.","['Allergy, clinical immunology and immunotherapeutics', 'Ontology and terminology', 'Database management', 'Medical informatics', 'Infectious disease']",['Web API'],0.0,,https://bio.tools/fhir,2872.0,2330.0,2655.2
ip4m,0.117,"An integrated platform for mass spectrometry-based metabolomics data mining.

BACKGROUND:Metabolomics data analyses rely on the use of bioinformatics tools. Many integrated multi-functional tools have been developed for untargeted metabolomics data processing and have been widely used. More alternative platforms are expected for both basic and advanced users. RESULTS:Integrated mass spectrometry-based untargeted metabolomics data mining (IP4M) software was designed and developed","['Proteomics experiment', 'Microbial ecology', 'Metabolomics', 'Data mining', 'Workflows']",['Command-line tool'],0.0,,https://bio.tools/ip4m,2872.0,2330.0,2655.2
sagexplore,0.117,A server for the mapping of SAGE tags against a genomic annotation.,"['Data submission, annotation and curation', 'Mapping', 'Genomics', 'DNA']",['Web application'],1.0,http://www.mybiosoftware.com/sagexplore-map-sage-tags-genomic-annotation.html,https://bio.tools/sagexplore,2872.0,2456.0,2705.6000000000004
webikey,0.117,WEBiKEY enables researchers to easily develop their own Web-based interactive keys for any group of species with fewer resources.,"['Taxonomy', 'Plant biology', 'Data identity and mapping']",['Web API'],1.0,https://github.com/WEBiKEY/InteractiveKey/issues,https://bio.tools/webikey,2872.0,2456.0,2705.6000000000004
hiv-drlink,0.117,"A tool for detecting linked HIV-1 drug resistance mutations in next generation sequencing data.

A script detect and calculate Linked HIV drug resistant mutations on single HIV genomes.

HIV-DRLink_github.pl is a script that detects and calculates Linked HIV drug resistant mutations on single HIV genomes.

The HIV Databases cover HIV sequences, HIV molecular immunology, HIV drug resistance mutations and nonhuman primate HIV SIV vaccine trials.

The HIV databases contain comprehensive data on HIV genetic sequences and immunological epitopes","['Sequencing', 'Immunology', 'Genetic variation', 'Preclinical and clinical studies', 'Mapping']",['Database portal'],0.0,https://hivdb.stanford.edu/page/webservice/,https://bio.tools/hiv-drlink,2872.0,2330.0,2655.2
masqot-gui,0.117,"Provides an open-source, platform-independent software pipeline for two-channel microarray spot quality control. This includes gridding, segmentation, quantification, quality assessment and data visualization.","['Microarray experiment', 'Data visualisation', 'Data quality management']",['Desktop application'],6.0,http://www.mybiosoftware.com/masqot-gui-1-0-1-two-channel-microarray-spot-quality-control.html,https://bio.tools/masqot-gui,2872.0,2798.0,2842.4
crumbler,0.117,"A tool for the prediction of ancestry in cattle | Added an avenue for data that plink does not have a ""species ID"" for. In this case users, will specify ""NA"" as the plink_species_ID in their input file. It is now required to specify chromosome number for the data in the input | CRUMBLER has now been successfully ran in Pigs, following these updates","['DNA polymorphism', 'Genotype and phenotype', 'Agricultural science']",['Command-line tool'],0.0,,https://bio.tools/crumbler,2872.0,2330.0,2655.2
rd-connect,0.117,"Integrated platform connecting databases, registries, biobanks and clinical bioinformatics for rare disease research.","['Rare diseases', 'Biobank', 'Medical informatics']","['Web application', 'Database portal']",105.0,,https://bio.tools/rd-connect,2872.0,3767.0,3230.0
metacoder,0.117,"Package for easily parsing, manipulating, and graphing publication-ready plots of hierarchical data.","['Taxonomy', 'Data visualisation', 'Phylogeny']",['Library'],15.0,,https://bio.tools/metacoder,2872.0,3090.0,2959.2
seqassist,0.117,"Valuable “assistant” to a broad range of investigators who conduct genome re-sequencing, RNA-Seq, or de novo genome sequencing and assembly experiments. It takes NGS-generated FASTQ files as the input, employs the BWA-MEM aligner for sequence alignment, and aims to provide a quick overview and basic statistics of NGS data.",['Data quality management'],['Command-line tool'],4.0,,https://bio.tools/seqassist,2872.0,2692.0,2800.0
leaf,0.117,"Open-source, model-agnostic, data-driven web application for cohort discovery and translational biomedical research.","['Medicine', 'Biobank', 'Medical informatics']",['Web application'],0.0,https://github.com/uwrit/leaf/issues,https://bio.tools/leaf,2872.0,2330.0,2655.2
mhcquant,0.117,"Automated and Reproducible Data Analysis for Immunopeptidomics.

MHCquant: Identify and quantify peptides from mass spectrometry raw data.","['Proteomics', 'Proteomics experiment', 'Workflows', 'Immunoproteins and antigens', 'Small molecules']",['Command-line tool'],0.0,,https://bio.tools/mhcquant,2872.0,2330.0,2655.2
crossbar,0.117,"CROssBAR is a comprehensive Resource of Biomedical Relations with Deep Learning Applications and Knowledge Graph Representations. The purpose of the CROssBAR project is to address the limitations related to data diversity and connectivity in biological data resources, which hamper their real-world applications to biomedical problems. Within CROssBAR, we developed a comprehensive computational resource by linking various biomedical resources, generating relation predictions using machine/deep learning, and developing information rich knowledge graphs that incorporate available and predicted biomedical relationships with the aim of providing aid to biomedical researchers to further understand disease mechanisms and to discover/develop new drugs.","['Genotype and phenotype', 'Molecular interactions, pathways and networks', 'Small molecules', 'Machine learning', 'Infectious disease']",['Web application'],0.0,https://crossbar.kansil.org/covid_main.php,https://bio.tools/crossbar,2872.0,2330.0,2655.2
tuberculist,0.117,"Knowledge base integrates genome details, protein information, drug and transcriptome data, mutant and operon annotation, bibliography, structural views and comparative genomics, in a structured manner required for the rational development of new diagnostic, therapeutic and prophylactic measures against tuberculosis. With the means of expert curation and continuous updates, we deliver a broad view of the Mycobacterium tuberculosis genome.",['Model organisms'],['Database portal'],237.0,,https://bio.tools/tuberculist,2872.0,4007.0,3326.0
trtools,0.117,"TRTools is a toolkit for genome-wide analysis of tandem repeats.

TRTools includes a variety of utilities for filtering, quality control and analysis of tandem repeats downstream of genotyping them from next-generation sequencing. It supports multiple recent genotyping tools (see below).","['DNA polymorphism', 'Genotype and phenotype', 'Workflows']",[],0.0,,https://bio.tools/trtools,2872.0,2330.0,2655.2
jrgui,0.117,"A Python Program of Joback and Reid Method | Python GUI program for a quick estimation of physicochemical properties of molecules | A brief description of JRgui program: | By using the modern object-oriented programming language Python (e.g. tkinter and pandas modules) and a chemoinformatics open source library (RDKit), the classic Joback and Reid group contribution method was revisited and written into a graphical user interface program JRgui","['Transcription factors and regulatory sites', 'Cheminformatics']","['Command-line tool', 'Desktop application']",0.0,,https://bio.tools/jrgui,2872.0,2330.0,2655.2
lfqc,0.117,New lossless non-reference based fastq compression algorithm.,"['Data management', 'Sequence analysis']",['Command-line tool'],18.0,http://www.mybiosoftware.com/lfqc-lossless-compression-algorithm-for-fastq-files.html,https://bio.tools/lfqc,2872.0,3158.0,2986.4
rvdb-prot,0.117,reference viral protein database and its HMM profiles.,"['Workflows', 'Proteins', 'Sequence sites, features and motifs', 'Virology', 'Metagenomics']",[],0.0,https://rvdb-prot.pasteur.fr/,https://bio.tools/rvdb-prot,2872.0,2330.0,2655.2
ncri,0.117,"A manually curated database for experimentally validated non-coding RNAs in inflammation.

Non-coding RNAs in Inflammation (ncRI) provides a manually curated database for experimentally validated non-coding RNAs in inflammatary disease. Recently, inflammation is considered to be central to the onset, progression, and outcome of infectious and noninfectious diseases, especially believed as a hallmark of cancer. In addition, the inflammatory agents, such as cytokine and chemokines, can regulate the behavior of the immune system and involve in the immunotherapy.","['Microarray experiment', 'Data submission, annotation and curation', 'RNA-Seq', 'Functional, regulatory and non-coding RNA', 'Infectious disease']","['Database portal', 'Web application']",0.0,,https://bio.tools/ncri,2872.0,2330.0,2655.2
egmrg,0.117,Encyclopedia of microbiota regulated genes.,['Gene expression'],['Database portal'],156.0,,https://bio.tools/egmrg,2872.0,3910.0,3287.2
dgidb,0.117,DGIdb (The Drug Gene Interaction Database) is a research resource that can be used to search candidate genes or drugs against the known and potentially druggable genome.,"['Pharmacology', 'Drug discovery', 'Biological databases', 'Molecular interactions, pathways and networks', 'Small molecules']",[],0.0,https://github.com/griffithlab/dgi-db,https://bio.tools/dgidb,2872.0,2330.0,2655.2
ccmrd,0.117,"Complex Carbohydrate Magnetic Resonance Database (CCMRD) is a solid-state NMR database for complex carbohydrates. Carbohydrates play key roles in many life activities in living organisms. As an emerging technique with steadily improving resolution, solid-state NMR spectroscopy has the unique capability in revealing the molecular structure and dynamics of insoluble complex carbohydrates. We developed and implemented CCMRD, Complex Carbohydrates Magnetic Resonance Database, a solid-state NMR database for complex carbohydrates. Currently, it holds more than 400 solid-state NMR spectra and expects rapid expansion. The database supports searching by atom, chemical shifts and residue names.","['Biotherapeutics', 'Carbohydrates', 'Transcription factors and regulatory sites', 'NMR', 'Biomaterials']",['Database portal'],0.0,,https://bio.tools/ccmrd,2872.0,2330.0,2655.2
nthseq,0.117,Write to file a single sequence from an input stream of sequences.,['Data management'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/nthseq,2872.0,4502.0,3524.0
natural products atlas,0.117,"An Open Access Knowledge Base for Microbial Natural Products Discovery.

The Natural Products Atlas Network views of chemical space.

The Natural Products Atlas provides a unique tools for exploring natural products chemical space, offering perspective on the position that any molecule occupies","['Biotechnology', 'Chemistry', 'Small molecules', 'NMR', 'Natural language processing']",['Database portal'],0.0,,https://bio.tools/natural products atlas,2872.0,2330.0,2655.2
fangorn forest (f2),0.117,Machine learning approach to classify genes and genera in the family Geminiviridae.,"['Data submission, annotation and curation', 'Machine learning']",['Database portal'],1.0,,https://bio.tools/fangorn forest (f2),2872.0,2456.0,2705.6000000000004
harman,0.117,"PCA and constrained optimisation based technique that maximises the removal of batch effects from datasets, with the constraint that the probability of overcorrection (i.e. removing genuine biological signal along with batch noise) is kept to a fraction which is set by the end-user.","['Data quality management', 'Statistics and probability']","['Command-line tool', 'Library']",20.0,http://www.bioinformatics.csiro.au/harman/,https://bio.tools/harman,2872.0,3208.0,3006.4
mlstar,0.117,"Automatic multilocus and core genome sequence typing in R.

An easy way of MLSTyping your genomes in R.

This R package allows you to easily determine the Multi Locus Sequence Type (MLST) of your genomes. It also works as an interface between PubMLST through their RESTful API, so you don't have to bother downloading and collecting files: the application does it automatically. Today the package works in Unix-based systems.

If you use MLSTar in your publications, please cite:.

Note: cgMLST and wgMLST are not yet fully supported since the RESTful API interphase for theses cases is a little different than the one for the standard 7 loci schemes. See issues#11 for more details","['Whole genome sequencing', 'Population genomics', 'Genetic variation', 'Sequence assembly', 'Public health and epidemiology']",['Command-line tool'],0.0,,https://bio.tools/mlstar,2872.0,2330.0,2655.2
svscore,0.117,Impact prediction tool for structural variation.,"['DNA polymorphism', 'DNA structural variation', 'Gene transcripts']",['Command-line tool'],5.0,https://github.com/lganel/SVScore/issues,https://bio.tools/svscore,2872.0,2753.0,2824.4
hare,0.117,"A Flexible Highlighting Annotator for Ranking and Exploration.

HARE: Highlighting Annotator for Ranking and Exploration.

This open-source software package implements two components of a pipeline for identifying information relevant to a specific topic in text documents:.","['Machine learning', 'Workflows', 'Natural language processing']",['Command-line tool'],0.0,,https://bio.tools/hare,2872.0,2330.0,2655.2
vcpa,0.117,SNP/Indel Variant Calling Pipeline and data management tool used for analysis of whole genome and exome sequencing (WGS/WES) for the Alzheimer’s Disease Sequencing Project.,"['Whole genome sequencing', 'Exome sequencing', 'Workflows']",['Command-line tool'],0.0,,https://bio.tools/vcpa,2872.0,2330.0,2655.2
pirate,0.117,PIRATE is a fast and scalable pangenomics toolbox for clustering diverged orthologues in bacteria.,"['Sequencing', 'Genotype and phenotype', 'Gene and protein families', 'Gene structure', 'Genetic variation']",[],0.0,,https://bio.tools/pirate,2872.0,2330.0,2655.2
pneumocystis,0.117,Long-read sequencing based clinical metagenomics for the detection and confirmation of Pneumocystis jirovecii directly from clinical specimens.,"['Personalised medicine', 'Model organisms', 'PCR experiment', 'Metagenomic sequencing', 'Metagenomics']",[],4.0,,https://bio.tools/pneumocystis,2872.0,2692.0,2800.0
topaz,0.117,A pipeline for particle detection in cryo-electron microscopy images using convolutional neural networks trained from positive and unlabeled examples. Topaz also includes methods for micrograph denoising using deep denoising models.,"['Workflows', 'Imaging', 'Machine learning']",[],0.0,https://github.com/tbepler/topaz,https://bio.tools/topaz,2872.0,2330.0,2655.2
brassicaedb,0.117,The BrassicaEDB provides comprehensive gene expression profile information and a user-friendly visualization interface for rapeseed researchers.,"['RNA-Seq', 'Genotype and phenotype', 'Gene expression', 'Gene transcripts', 'Plant biology']",[],0.0,,https://bio.tools/brassicaedb,2872.0,2330.0,2655.2
genepath2,0.117,Tool for automated construction of genetic networks and proposal of genetic experiments from mutant data.,"['Experimental design and studies', 'Model organisms', 'Genetic variation', 'Molecular interactions, pathways and networks', 'Genetics']",['Web application'],75.0,,https://bio.tools/genepath2,2872.0,3667.0,3190.0
agilequalityfilter,0.117,AgileQualityFilter performs a number of pre-alignment tasks on sequence data from an Illumina GA-II clonal sequencer. The primary function of AgileQualityFilter is to remove low quality sequence data before alignment to a reference sequence.,['Sequencing'],['Desktop application'],0.0,http://www.mybiosoftware.com/agilequalityfilter-20121127-quality-control-detagging-reformatting-clonal-sequencing-data.html,https://bio.tools/agilequalityfilter,2872.0,2330.0,2655.2
umd,0.117,Universal Mutation Database (UMD) is a database for mutations. UMD-predictor is a tool that enables functional annotation of variants to find the relevant ones.,"['Genotype and phenotype', 'Public health and epidemiology', 'Genetic variation', 'Rare diseases', 'Genomics']","['Web application', 'Database portal']",219.0,,https://bio.tools/umd,2872.0,3988.0,3318.4
genomicus-metazoa,0.117,"Genomicus-metazoa is a genome browser that enables users to navigate in metazoa genomes in several dimensions: linearly along chromosome axes, transversaly across different species, and chronologicaly along evolutionary time.","['Phylogenomics', 'Gene and protein families', 'Model organisms', 'Comparative genomics', 'Paleogenomics', 'Evolutionary biology', 'Genomics']","['Web application', 'Database portal']",332.0,https://www.genomicus.biologie.ens.fr/genomicus,https://bio.tools/genomicus-metazoa,2872.0,4072.0,3352.0
repairtoire,0.117,"REPAIRtoire is a database resource for systems biology of DNA damage and repair. The database collects and organizes the following types of information: (i) DNA damage linked to environmental mutagenic and cytotoxic agents, (ii) pathways comprising individual processes and enzymatic reactions involved in the removal of damage, (iii) proteins participating in DNA repair and (iv) diseases correlated with mutations in genes encoding DNA repair proteins.","['Pathology', 'Model organisms', 'DNA', 'Genetic variation', 'Molecular interactions, pathways and networks']",['Database portal'],28.0,,https://bio.tools/repairtoire,2872.0,3334.0,3056.8
pergola-web,0.117,Web server for the visualization and analysis of longitudinal behavioral data using repurposed genomics tools and standards.,['Genotype and phenotype'],"['Web application', 'Web service']",1.0,https://github.com/cbcrg/pergola,https://bio.tools/pergola-web,2872.0,2456.0,2705.6000000000004
ukbcc,0.117,"Tool for curation of UK Biobank data to generate cohorts. The tool can filter the main and associated datasets (e.g general practioner clinical data) based on search terms provided by the user. It can be used interactively through a web-based interface, a command line interface, or imported as a module and integrated into a broader pipeline. Additional functionality, such as automatically downloading large data files (bulk data) is also supported.","['Biobank', 'Workflows', 'Tomography']",[],0.0,https://github.com/tool-bin/ukbcc,https://bio.tools/ukbcc,2872.0,2330.0,2655.2
enano,0.117,"An encoder for nanopore FASTQ files.

ENANO is a FASTQ lossless compression algorithm especially designed for nanopore sequencing FASTQ files. We tested ENANO and current state-of-the-art compressors on several publicly available nanopore datasets. The results show that our algorithm consistently achieves the best compression performance on every nanopore dataset, while being computationally efficient in terms of speed and memory requirements when compared to existing alternatives.","['Bioinformatics', 'Sequencing']",[],0.0,,https://bio.tools/enano,2872.0,2330.0,2655.2
nf-core-methylseq,0.117,"nf-core/methylseq is a bioinformatics analysis pipeline used for Methylation (Bisulfite) sequencing data. It pre-processes raw data from FastQ inputs, aligns the reads and performs extensive quality-control on the results.","['ChIP-seq', 'Epigenetics', 'Workflows', 'Genomics']","['Command-line tool', 'Workflow']",0.0,https://github.com/nf-core/methylseq,https://bio.tools/nf-core-methylseq,2872.0,2330.0,2655.2
ometa,0.117,"Ontology-based, data-driven metadata tracking system.","['Genotype and phenotype', 'Metagenomics', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/ometa,2872.0,2330.0,2655.2
acdvalid,0.117,Validate an application ACD file.,['Data management'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/acdvalid,2872.0,4502.0,3524.0
lionessr,0.117,"Single sample network inference in R.

Single sample network reconstruction in R.

LIONESS, or Linear Interpolation to Obtain Network Estimates for Single Samples, can be used to reconstruct single-sample networks (http: arxiv.org pdf 1505.06440.pdf).

Modeling networks for individual samples using LIONESS.

LIONESS, or Linear Interpolation to Obtain Network Estimates for Single Samples, can be used to reconstruct single-sample networks (https: arxiv.org abs 1505.06440)","['Oncology', 'Gene regulation', 'Personalised medicine', 'Immunoproteins and antigens', 'Molecular interactions, pathways and networks']",['Library'],0.0,http://bioconductor.org/packages/lionessR,https://bio.tools/lionessr,2872.0,2330.0,2655.2
intact,0.117,Protein interaction database and analysis system.,['Protein interactions'],['Database portal'],467.0,,https://bio.tools/intact,2872.0,4130.0,3375.2
shambhala,0.117,Platform-agnostic data harmonizer for gene expression data.,"['Transcriptomics', 'Microarray experiment', 'RNA-seq']",['Library'],7.0,,https://bio.tools/shambhala,2872.0,2839.0,2858.8
cleanex database of gene expression profiles,0.117,Public gene expression data via unique approved gene symbols and which represents heterogeneous expression data produced by different technologies in a way that facilitates joint analysis and cross-dataset comparisons.,"['Transcriptomics', 'Gene and protein families']",['Database portal'],7.0,,https://bio.tools/cleanex database of gene expression profiles,2872.0,2839.0,2858.8
cusvardb,0.117,"CusVarDB is a tool for building customized sample-specific variant protein database from next-generation sequencing datasets. CusVarDB is a tool for creating a variant protein database from Next-generation sequencing datasets. The program supports variant calling for Genome, RNA-Seq and ExomeSeq datasets.","['Proteomics', 'Sequencing', 'Workflows', 'Protein variants', 'Proteogenomics']",['Desktop application'],0.0,https://github.com/sandeepkasaragod/CusVarDB,https://bio.tools/cusvardb,2872.0,2330.0,2655.2
converttranscriptfile_fastqtofasta,0.117,Convert Fastq File to Fasta File.,['Sequencing'],['Web application'],0.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/fmareuil/urgi_tools/ConvertTranscriptFile_FastqToFasta/1.0.0,https://bio.tools/converttranscriptfile_fastqtofasta,2872.0,2330.0,2655.2
kddn,0.117,Cytoscape app to learn biological network topology and its changes using profiling data and domain knowledge. It takes input data and runs KDDN algorithm to construct the dependency network.,"['Microarray experiment', 'Data integration and warehousing', 'Systems biology', 'Gene expression', 'Molecular interactions, pathways and networks']",['Desktop application'],9.0,http://www.mybiosoftware.com/kddn-1-1-0-knowledge-fused-differential-dependency-network.html,https://bio.tools/kddn,2872.0,2896.0,2881.6000000000004
european hepatitis c virus database (euhcvdb),0.117,European Hepatitis C virus database.,['Virology'],['Database portal'],111.0,,https://bio.tools/european hepatitis c virus database (euhcvdb),2872.0,3786.0,3237.6000000000004
kaptive,0.117,"Identification of Acinetobacter baumannii loci for capsular polysaccharide (KL) and lipooligosaccharide outer core (OCL) synthesis in genome assemblies using curated reference databases compatible with Kaptive.

Kaptive reports information about surface polysaccharide loci for Klebsiella and Acinetobacter baumannii genome assemblies. You can also run a graphical version of Kaptive via this web interface (source code).

Given a novel genome and a database of known loci (K, O or OC), Kaptive will help a user to decide whether their sample has a known or novel locus. It carries out the following for each input assembly:.

Kaptive is a tool for bacterial surface polysaccharide locus typing and variant evaluation. It takes one or more pre-assembled genomes and for each finds the best matching locus from a reference database. References for Klebsiella pneumoniae species complex and Acinetobacter baumannii are available in Kaptive's web interface","['Microbiology', 'Whole genome sequencing', 'Immunoproteins and antigens', 'Sequence assembly', 'Public health and epidemiology']",['Command-line tool'],0.0,https://github.com/katholt/Kaptive,https://bio.tools/kaptive,2872.0,2330.0,2655.2
phildb,0.117,"PhilDB is capable of storing data at any frequency supported by Pandas. At this time only daily data has been extensively tested with some limited sub-daily usage.

Timeseries database project is for storing potentially changing timeseries data. For example, hydrological data, like streamflow data, where the timeseries may be revised as quality control processes improve the recorded dataset over time.","['Data acquisition', 'Database management']",[],0.0,,https://bio.tools/phildb,2872.0,2330.0,2655.2
lama,0.117,"Automated image analysis for developmental phenotyping of mouse embryos.

LAMA (Lightweight Analysis of Morphological Abnormalities).

Welcome to LAMA, an open source pipeline to automatically identify embryo dysmorphology from 3D volumetric images.","['Workflows', 'Genotype and phenotype', 'MRI', 'Tomography']",['Command-line tool'],0.0,,https://bio.tools/lama,2872.0,2330.0,2655.2
mascot parser,0.117,"Mascot Parser provides an object-oriented Application Programmer Interface (API) to Mascot result files and configuration files, making it easy for programs written in C++, C#, Java, Perl or Python to access Mascot results.",['Proteomics'],['Library'],0.0,,https://bio.tools/mascot parser,2872.0,2330.0,2655.2
